Islas;Nivel educativo;Sexo;Ocupación;Nacionalidad;Periodo;Total
Gran Canaria;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;13.676
Gran Canaria;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;13.079
Gran Canaria;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;975
Gran Canaria;Educación superior;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;880
Gran Canaria;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;148
Gran Canaria;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;147
Gran Canaria;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;139
Gran Canaria;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;141
Gran Canaria;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;9
Gran Canaria;Educación superior;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;6
Gran Canaria;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;524
Gran Canaria;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;691
Gran Canaria;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;485
Gran Canaria;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;662
Gran Canaria;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;39
Gran Canaria;Educación superior;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;29
Gran Canaria;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;389
Gran Canaria;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;408
Gran Canaria;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;375
Gran Canaria;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;394
Gran Canaria;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;14
Gran Canaria;Educación superior;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;14
Gran Canaria;Educación superior;Mujeres;9 Ocupaciones elementales;Total;2022;2.712
Gran Canaria;Educación superior;Mujeres;9 Ocupaciones elementales;Total;2021;2.690
Gran Canaria;Educación superior;Mujeres;9 Ocupaciones elementales;Española;2022;2.332
Gran Canaria;Educación superior;Mujeres;9 Ocupaciones elementales;Española;2021;2.367
Gran Canaria;Educación superior;Mujeres;9 Ocupaciones elementales;Extranjera;2022;380
Gran Canaria;Educación superior;Mujeres;9 Ocupaciones elementales;Extranjera;2021;323
Gran Canaria;Educación superior;Mujeres;No consta;Total;2022;2.960
Gran Canaria;Educación superior;Mujeres;No consta;Total;2021;1.542
Gran Canaria;Educación superior;Mujeres;No consta;Española;2022;2.798
Gran Canaria;Educación superior;Mujeres;No consta;Española;2021;1.461
Gran Canaria;Educación superior;Mujeres;No consta;Extranjera;2022;162
Gran Canaria;Educación superior;Mujeres;No consta;Extranjera;2021;81
Lanzarote;Total;Total;Total;Total;2022;69.188
Lanzarote;Total;Total;Total;Total;2021;63.040
Lanzarote;Total;Total;Total;Española;2022;56.285
Lanzarote;Total;Total;Total;Española;2021;51.814
Lanzarote;Total;Total;Total;Extranjera;2022;12.903
Lanzarote;Total;Total;Total;Extranjera;2021;11.226
Lanzarote;Total;Total;1 Directores y gerentes;Total;2022;1.810
Lanzarote;Total;Total;1 Directores y gerentes;Total;2021;1.739
Lanzarote;Total;Total;1 Directores y gerentes;Española;2022;1.493
Lanzarote;Total;Total;1 Directores y gerentes;Española;2021;1.476
Lanzarote;Total;Total;1 Directores y gerentes;Extranjera;2022;317
Lanzarote;Total;Total;1 Directores y gerentes;Extranjera;2021;263
Lanzarote;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2022;9.007
Lanzarote;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2021;8.071
Lanzarote;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2022;8.191
Lanzarote;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2021;7.330
Lanzarote;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;816
Lanzarote;Total;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;741
Lanzarote;Total;Total;3 Técnicos, profesionales de apoyo;Total;2022;5.624
Lanzarote;Total;Total;3 Técnicos, profesionales de apoyo;Total;2021;5.104
Lanzarote;Total;Total;3 Técnicos, profesionales de apoyo;Española;2022;4.692
Lanzarote;Total;Total;3 Técnicos, profesionales de apoyo;Española;2021;4.297
Lanzarote;Total;Total;3 Técnicos, profesionales de apoyo;Extranjera;2022;932
Lanzarote;Total;Total;3 Técnicos, profesionales de apoyo;Extranjera;2021;807
Lanzarote;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;6.289
Lanzarote;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;5.958
Lanzarote;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;5.449
Lanzarote;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;5.199
Lanzarote;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;840
Lanzarote;Total;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;759
Lanzarote;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;23.084
Lanzarote;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;21.134
Lanzarote;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;17.833
Lanzarote;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;16.429
Lanzarote;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;5.251
Lanzarote;Total;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;4.705
Lanzarote;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;556
Lanzarote;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;544
Lanzarote;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;483
Lanzarote;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;480
Lanzarote;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;73
Lanzarote;Total;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;64
Lanzarote;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;5.515
Lanzarote;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;5.551
Lanzarote;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;4.492
Lanzarote;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;4.567
Lanzarote;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;1.023
Lanzarote;Total;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;984
Lanzarote;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;3.255
Lanzarote;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;2.929
Lanzarote;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;3.019
Lanzarote;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;2.735
Lanzarote;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;236
Lanzarote;Total;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;194
Lanzarote;Total;Total;9 Ocupaciones elementales;Total;2022;10.765
Lanzarote;Total;Total;9 Ocupaciones elementales;Total;2021;9.828
Lanzarote;Total;Total;9 Ocupaciones elementales;Española;2022;8.013
Lanzarote;Total;Total;9 Ocupaciones elementales;Española;2021;7.494
Lanzarote;Total;Total;9 Ocupaciones elementales;Extranjera;2022;2.752
Lanzarote;Total;Total;9 Ocupaciones elementales;Extranjera;2021;2.334
Lanzarote;Total;Total;No consta;Total;2022;3.283
Lanzarote;Total;Total;No consta;Total;2021;2.182
Lanzarote;Total;Total;No consta;Española;2022;2.620
Lanzarote;Total;Total;No consta;Española;2021;1.807
Lanzarote;Total;Total;No consta;Extranjera;2022;663
Lanzarote;Total;Total;No consta;Extranjera;2021;375
Lanzarote;Total;Hombres;Total;Total;2022;36.472
Lanzarote;Total;Hombres;Total;Total;2021;33.408
Lanzarote;Total;Hombres;Total;Española;2022;29.414
Lanzarote;Total;Hombres;Total;Española;2021;27.218
Lanzarote;Total;Hombres;Total;Extranjera;2022;7.058
Lanzarote;Total;Hombres;Total;Extranjera;2021;6.190
Lanzarote;Total;Hombres;1 Directores y gerentes;Total;2022;1.186
Lanzarote;Total;Hombres;1 Directores y gerentes;Total;2021;1.152
Lanzarote;Total;Hombres;1 Directores y gerentes;Española;2022;995
Lanzarote;Total;Hombres;1 Directores y gerentes;Española;2021;984
Lanzarote;Total;Hombres;1 Directores y gerentes;Extranjera;2022;191
Lanzarote;Total;Hombres;1 Directores y gerentes;Extranjera;2021;168
Lanzarote;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;3.439
Lanzarote;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;3.124
Lanzarote;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;3.095
Lanzarote;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;2.807
Lanzarote;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;344
Lanzarote;Total;Hombres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;317
Lanzarote;Total;Hombres;3 Técnicos, profesionales de apoyo;Total;2022;3.327
Lanzarote;Total;Hombres;3 Técnicos, profesionales de apoyo;Total;2021;2.990
Lanzarote;Total;Hombres;3 Técnicos, profesionales de apoyo;Española;2022;2.835
Lanzarote;Total;Hombres;3 Técnicos, profesionales de apoyo;Española;2021;2.577
Lanzarote;Total;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2022;492
Lanzarote;Total;Hombres;3 Técnicos, profesionales de apoyo;Extranjera;2021;413
Lanzarote;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;2.116
Lanzarote;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;1.954
Lanzarote;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;1.864
Lanzarote;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;1.729
Lanzarote;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;252
Lanzarote;Total;Hombres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;225
Lanzarote;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;10.944
Lanzarote;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;10.108
Lanzarote;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;8.266
Lanzarote;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;7.686
Lanzarote;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;2.678
Lanzarote;Total;Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;2.422
Lanzarote;Total;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;429
Lanzarote;Total;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;432
Lanzarote;Total;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;374
Lanzarote;Total;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;376
Lanzarote;Total;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;55
Lanzarote;Total;Hombres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;56
Lanzarote;Total;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;5.176
Lanzarote;Total;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;5.146
Lanzarote;Total;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;4.209
Lanzarote;Total;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;4.222
Lanzarote;Total;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;967
Lanzarote;Total;Hombres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;924
Lanzarote;Total;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;2.958
Lanzarote;Total;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;2.650
Lanzarote;Total;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;2.746
Lanzarote;Total;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;2.479
Lanzarote;Total;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;212
Lanzarote;Total;Hombres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;171
Lanzarote;Total;Hombres;9 Ocupaciones elementales;Total;2022;5.008
Lanzarote;Total;Hombres;9 Ocupaciones elementales;Total;2021;4.554
Lanzarote;Total;Hombres;9 Ocupaciones elementales;Española;2022;3.555
Lanzarote;Total;Hombres;9 Ocupaciones elementales;Española;2021;3.278
Lanzarote;Total;Hombres;9 Ocupaciones elementales;Extranjera;2022;1.453
Lanzarote;Total;Hombres;9 Ocupaciones elementales;Extranjera;2021;1.276
Lanzarote;Total;Hombres;No consta;Total;2022;1.889
Lanzarote;Total;Hombres;No consta;Total;2021;1.298
Lanzarote;Total;Hombres;No consta;Española;2022;1.475
Lanzarote;Total;Hombres;No consta;Española;2021;1.080
Lanzarote;Total;Hombres;No consta;Extranjera;2022;414
Lanzarote;Total;Hombres;No consta;Extranjera;2021;218
Lanzarote;Total;Mujeres;Total;Total;2022;32.716
Lanzarote;Total;Mujeres;Total;Total;2021;29.632
Lanzarote;Total;Mujeres;Total;Española;2022;26.871
Lanzarote;Total;Mujeres;Total;Española;2021;24.596
Lanzarote;Total;Mujeres;Total;Extranjera;2022;5.845
Lanzarote;Total;Mujeres;Total;Extranjera;2021;5.036
Lanzarote;Total;Mujeres;1 Directores y gerentes;Total;2022;624
Lanzarote;Total;Mujeres;1 Directores y gerentes;Total;2021;587
Lanzarote;Total;Mujeres;1 Directores y gerentes;Española;2022;498
Lanzarote;Total;Mujeres;1 Directores y gerentes;Española;2021;492
Lanzarote;Total;Mujeres;1 Directores y gerentes;Extranjera;2022;126
Lanzarote;Total;Mujeres;1 Directores y gerentes;Extranjera;2021;95
Lanzarote;Total;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2022;5.568
Lanzarote;Total;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Total;2021;4.947
Lanzarote;Total;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2022;5.096
Lanzarote;Total;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Española;2021;4.523
Lanzarote;Total;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;472
Lanzarote;Total;Mujeres;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;424
Lanzarote;Total;Mujeres;3 Técnicos, profesionales de apoyo;Total;2022;2.297
Lanzarote;Total;Mujeres;3 Técnicos, profesionales de apoyo;Total;2021;2.114
Lanzarote;Total;Mujeres;3 Técnicos, profesionales de apoyo;Española;2022;1.857
Lanzarote;Total;Mujeres;3 Técnicos, profesionales de apoyo;Española;2021;1.720
Lanzarote;Total;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2022;440
Lanzarote;Total;Mujeres;3 Técnicos, profesionales de apoyo;Extranjera;2021;394
Lanzarote;Total;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;4.173
Lanzarote;Total;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;4.004
Lanzarote;Total;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;3.585
Lanzarote;Total;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;3.470
Lanzarote;Total;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;588
Lanzarote;Total;Mujeres;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;534
Lanzarote;Total;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;12.140
Lanzarote;Total;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;11.026
Lanzarote;Total;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;9.567
Lanzarote;Total;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;8.743
Lanzarote;Total;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;2.573
Lanzarote;Total;Mujeres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;2.283
Lanzarote;Total;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;127
Lanzarote;Total;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;112
Lanzarote;Total;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;109
Lanzarote;Total;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;104
Lanzarote;Total;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;18
Lanzarote;Total;Mujeres;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;8
Lanzarote;Total;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;339
Lanzarote;Total;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;405
Lanzarote;Total;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;283
Lanzarote;Total;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;345
Lanzarote;Total;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;56
Lanzarote;Total;Mujeres;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;60
Lanzarote;Total;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;297
Lanzarote;Total;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;279
Lanzarote;Total;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;273
Lanzarote;Total;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;256
Lanzarote;Total;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;24
Lanzarote;Total;Mujeres;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2021;23
Lanzarote;Total;Mujeres;9 Ocupaciones elementales;Total;2022;5.757
Lanzarote;Total;Mujeres;9 Ocupaciones elementales;Total;2021;5.274
Lanzarote;Total;Mujeres;9 Ocupaciones elementales;Española;2022;4.458
Lanzarote;Total;Mujeres;9 Ocupaciones elementales;Española;2021;4.216
Lanzarote;Total;Mujeres;9 Ocupaciones elementales;Extranjera;2022;1.299
Lanzarote;Total;Mujeres;9 Ocupaciones elementales;Extranjera;2021;1.058
Lanzarote;Total;Mujeres;No consta;Total;2022;1.394
Lanzarote;Total;Mujeres;No consta;Total;2021;884
Lanzarote;Total;Mujeres;No consta;Española;2022;1.145
Lanzarote;Total;Mujeres;No consta;Española;2021;727
Lanzarote;Total;Mujeres;No consta;Extranjera;2022;249
Lanzarote;Total;Mujeres;No consta;Extranjera;2021;157
Lanzarote;Educación primaria e inferior;Total;Total;Total;2022;8.380
Lanzarote;Educación primaria e inferior;Total;Total;Total;2021;7.887
Lanzarote;Educación primaria e inferior;Total;Total;Española;2022;5.114
Lanzarote;Educación primaria e inferior;Total;Total;Española;2021;4.959
Lanzarote;Educación primaria e inferior;Total;Total;Extranjera;2022;3.266
Lanzarote;Educación primaria e inferior;Total;Total;Extranjera;2021;2.928
Lanzarote;Educación primaria e inferior;Total;1 Directores y gerentes;Total;2022;151
Lanzarote;Educación primaria e inferior;Total;1 Directores y gerentes;Total;2021;146
Lanzarote;Educación primaria e inferior;Total;1 Directores y gerentes;Española;2022;106
Lanzarote;Educación primaria e inferior;Total;1 Directores y gerentes;Española;2021;113
Lanzarote;Educación primaria e inferior;Total;1 Directores y gerentes;Extranjera;2022;45
Lanzarote;Educación primaria e inferior;Total;1 Directores y gerentes;Extranjera;2021;33
Lanzarote;Educación primaria e inferior;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2022;104
Lanzarote;Educación primaria e inferior;Total;2 Técnicos y profesionales científicos e intelectuales;Total;2021;94
Lanzarote;Educación primaria e inferior;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2022;41
Lanzarote;Educación primaria e inferior;Total;2 Técnicos y profesionales científicos e intelectuales;Española;2021;39
Lanzarote;Educación primaria e inferior;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2022;63
Lanzarote;Educación primaria e inferior;Total;2 Técnicos y profesionales científicos e intelectuales;Extranjera;2021;55
Lanzarote;Educación primaria e inferior;Total;3 Técnicos, profesionales de apoyo;Total;2022;202
Lanzarote;Educación primaria e inferior;Total;3 Técnicos, profesionales de apoyo;Total;2021;204
Lanzarote;Educación primaria e inferior;Total;3 Técnicos, profesionales de apoyo;Española;2022;99
Lanzarote;Educación primaria e inferior;Total;3 Técnicos, profesionales de apoyo;Española;2021;100
Lanzarote;Educación primaria e inferior;Total;3 Técnicos, profesionales de apoyo;Extranjera;2022;103
Lanzarote;Educación primaria e inferior;Total;3 Técnicos, profesionales de apoyo;Extranjera;2021;104
Lanzarote;Educación primaria e inferior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2022;191
Lanzarote;Educación primaria e inferior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Total;2021;193
Lanzarote;Educación primaria e inferior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2022;109
Lanzarote;Educación primaria e inferior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Española;2021;109
Lanzarote;Educación primaria e inferior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2022;82
Lanzarote;Educación primaria e inferior;Total;4 Empleados contables, administrativos y otros empleados de oficina;Extranjera;2021;84
Lanzarote;Educación primaria e inferior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2022;2.922
Lanzarote;Educación primaria e inferior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Total;2021;2.737
Lanzarote;Educación primaria e inferior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2022;1.592
Lanzarote;Educación primaria e inferior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Española;2021;1.516
Lanzarote;Educación primaria e inferior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2022;1.330
Lanzarote;Educación primaria e inferior;Total;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;Extranjera;2021;1.221
Lanzarote;Educación primaria e inferior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2022;123
Lanzarote;Educación primaria e inferior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Total;2021;127
Lanzarote;Educación primaria e inferior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2022;95
Lanzarote;Educación primaria e inferior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Española;2021;97
Lanzarote;Educación primaria e inferior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2022;28
Lanzarote;Educación primaria e inferior;Total;6 Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;Extranjera;2021;30
Lanzarote;Educación primaria e inferior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2022;1.162
Lanzarote;Educación primaria e inferior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Total;2021;1.182
Lanzarote;Educación primaria e inferior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2022;807
Lanzarote;Educación primaria e inferior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Española;2021;833
Lanzarote;Educación primaria e inferior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2022;355
Lanzarote;Educación primaria e inferior;Total;7 Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);Extranjera;2021;349
Lanzarote;Educación primaria e inferior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2022;496
Lanzarote;Educación primaria e inferior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Total;2021;450
Lanzarote;Educación primaria e inferior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2022;429
Lanzarote;Educación primaria e inferior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Española;2021;390
Lanzarote;Educación primaria e inferior;Total;8 Operadores de instalaciones y maquinaria, y montadores;Extranjera;2022;67
